Address:,USB0::0x0957::0x179B::MY59127615::0::INSTR,,Analog Channels,,,
Model:,DSO-X 2002A,,Time (s),1 (VOLT),2 (VOLT),
,,,-0.018229166775,-0.309839187073521,-0.0221859550802037,
,,,-0.0181770834425,-0.316120594041422,-0.0234422364737839,
,,,-0.01812500011,-0.321145719615743,0.0167587681207806,
,,,-0.0180729167775,-0.327427126583643,0.0519346471410245,
,,,-0.018020833445,-0.332452252157964,-0.0171608295058832,
,,,-0.0179687501125,-0.339989940519445,-0.0460553015582263,
,,,-0.01791666678,-0.346271347487345,-0.0146482667187229,
,,,-0.0178645834475,-0.351296473061666,-0.0184171108994633,
,,,-0.017812500115,-0.356321598635986,0.00293967279139906,
,,,-0.0177604167825,-0.362603005603887,-0.00962314114440233,
,,,-0.01770833345,-0.366371849784628,0.0268090192694217,
,,,-0.0176562501175,-0.371396975358948,0.00168339139781892,
,,,-0.017604166785,-0.376422100933269,0.00293967279139906,
,,,-0.0175520834525,-0.381447226507589,0.00922107975929976,
,,,-0.01750000012,-0.38647235208191,0.0041959541849792,
,,,-0.0174479167875,-0.39024119626265,-0.00585429696366191,
,,,-0.017395833455,-0.396522603230551,0.020527612301521,
,,,-0.0173437501225,-0.397778884624131,-0.00208545278292149,
,,,-0.01729166679,-0.402804010198452,0.0104773611528799,
,,,-0.0172395834575,-0.407829135772772,-0.00208545278292149,
,,,-0.017187500125,-0.410341698559932,0.00922107975929976,
,,,-0.0171354167925,-0.412854261347093,-0.0234422364737839,
,,,-0.01708333346,-0.416623105527833,-0.0284673620481044,
,,,-0.0170312501275,-0.419135668314993,-0.0259547992609441,
,,,-0.016979166795,-0.420391949708574,-0.0360050504095852,
,,,-0.0169270834625,-0.422904512495734,0.0041959541849792,
,,,-0.01687500013,-0.426673356676474,0.00293967279139906,
,,,-0.0168229167975,-0.429185919463634,-0.0133919853251427,
,,,-0.016770833465,-0.430442200857215,0.0242964564822614,
,,,-0.0167187501325,-0.434211045037955,0.00796479836571962,
,,,-0.0166666668,-0.435467326431535,0.0720351494383067,
,,,-0.0166145834675,-0.436723607825115,0.0406281145988032,
,,,-0.016562500135,-0.437979889218695,0.0695225866511464,
,,,-0.0165104168025,-0.440492452005856,0.0594723355025053,
,,,-0.01645833347,-0.443005014793016,0.0871105261612684,
,,,-0.0164062501375,-0.443005014793016,0.131080374936573,
,,,-0.016354166805,-0.445517577580176,0.134849219117314,
,,,-0.0163020834725,-0.445517577580176,0.143643188872375,
,,,-0.01625000014,-0.446773858973756,0.175050223711878,
,,,-0.0161979168075,-0.448030140367337,0.173793942318298,
,,,-0.016145833475,-0.449286421760917,0.205200977157801,
,,,-0.0160937501425,-0.450542703154497,0.225301479455084,
,,,-0.01604166681,-0.450542703154497,0.219020072487183,
,,,-0.0159895834775,-0.450542703154497,0.229070323635824,
,,,-0.015937500145,-0.449286421760917,0.226557760848664,
,,,-0.0158854168125,-0.449286421760917,0.226557760848664,
,,,-0.01583333348,-0.449286421760917,0.200175851583481,
,,,-0.0157812501475,-0.448030140367337,0.177562786499038,
,,,-0.015729166815,-0.449286421760917,0.166256253956817,
,,,-0.0156770834825,-0.446773858973756,0.143643188872375,
,,,-0.01562500015,-0.446773858973756,0.129824093542993,
,,,-0.0155729168175,-0.446773858973756,0.0858542447676882,
,,,-0.015520833485,-0.445517577580176,0.065753742470406,
,,,-0.0154687501525,-0.444261296186596,0.0456532401731238,
,,,-0.01541666682,-0.444261296186596,0.029321582056582,
,,,-0.0153645834875,-0.443005014793016,0.0041959541849792,
,,,-0.015312500155,-0.443005014793016,0.0129899239400402,
,,,-0.0152604168225,-0.440492452005856,-0.00585429696366191,
,,,-0.01520833349,-0.440492452005856,-0.0171608295058832,
,,,-0.0151562501575,-0.439236170612276,-0.0385176131967455,
,,,-0.015104166825,-0.439236170612276,-0.0535929899197072,
,,,-0.0150520834925,-0.436723607825115,-0.0460553015582263,
,,,-0.01500000016,-0.436723607825115,-0.0648995224619284,
,,,-0.0149479168275,-0.435467326431535,-0.0648995224619284,
,,,-0.014895833495,-0.435467326431535,-0.0762060550041497,
,,,-0.0148437501625,-0.434211045037955,-0.0686683666426688,
,,,-0.01479166683,-0.432954763644375,-0.0774623363977298,
,,,-0.0147395834975,-0.431698482250795,-0.0937939945142716,
,,,-0.014687500165,-0.429185919463634,-0.101331682875752,
,,,-0.0146354168325,-0.429185919463634,-0.0862563061527908,
,,,-0.0145833335,-0.427929638070054,-0.0799748991848901,
,,,-0.0145312501675,-0.426673356676474,-0.108869371237233,
,,,-0.014479166835,-0.425417075282894,-0.113894496811554,
,,,-0.0144270835025,-0.425417075282894,-0.100075401482172,
,,,-0.01437500017,-0.425417075282894,-0.118919622385874,
,,,-0.0143229168375,-0.424160793889314,-0.103844245662913,
,,,-0.014270833505,-0.421648231102154,-0.133994999108836,
,,,-0.0142187501725,-0.420391949708574,-0.120175903779455,
,,,-0.01416666684,-0.419135668314993,-0.120175903779455,
,,,-0.0141145835075,-0.417879386921413,-0.115150778205134,
,,,-0.014062500175,-0.416623105527833,-0.107613089843653,
,,,-0.0140104168425,-0.414110542740673,-0.112638215417974,
,,,-0.01395833351,-0.412854261347093,-0.108869371237233,
,,,-0.0139062501775,-0.410341698559932,-0.123944747960195,
,,,-0.013854166845,-0.407829135772772,-0.120175903779455,
,,,-0.0138020835125,-0.405316572985612,-0.118919622385874,
,,,-0.01375000018,-0.402804010198452,-0.101331682875752,
,,,-0.0136979168475,-0.400291447411291,-0.118919622385874,
,,,-0.013645833515,-0.397778884624131,-0.121432185173035,
,,,-0.0135937501825,-0.394010040443391,-0.110125652630813,
,,,-0.01354166685,-0.39024119626265,-0.113894496811554,
,,,-0.0134895835175,-0.38647235208191,-0.113894496811554,
,,,-0.013437500185,-0.381447226507589,-0.117663340992294,
,,,-0.0133854168525,-0.376422100933269,-0.117663340992294,
,,,-0.01333333352,-0.371396975358948,-0.117663340992294,
,,,-0.0132812501875,-0.366371849784628,-0.0963065573014319,
,,,-0.013229166855,-0.360090442816727,-0.0950502759078518,
,,,-0.0131770835225,-0.353809035848826,-0.0498241457389668,
,,,-0.01312500019,-0.348783910274506,-0.0422864573774859,
,,,-0.0130729168575,-0.341246221913025,-0.0422864573774859,
,,,-0.013020833525,-0.336221096338704,-0.00334173417650163,
,,,-0.0129687501925,-0.331195970764384,-0.00962314114440233,
,,,-0.01291666686,-0.324914563796483,-0.0535929899197072,
,,,-0.0128645835275,-0.318633156828582,-0.0963065573014319,
,,,-0.012812500195,-0.312351749860682,-0.100075401482172,
,,,-0.0127604168625,-0.307326624286361,-0.0510804271325469,
,,,-0.01270833353,-0.29978893592488,-0.0435427387710661,
,,,-0.0126562501975,-0.29350752895698,-0.0586181154940277,
,,,-0.012604166865,-0.285969840595499,-0.0372613318031654,
,,,-0.0125520835325,-0.278432152234018,-0.0661558038555086,
,,,-0.0125000002,-0.270894463872537,-0.0410301759839058,
,,,-0.0124479168675,-0.263356775511056,-0.0196733922930434,
,,,-0.012395833535,-0.257075368543155,-0.0372613318031654,
,,,-0.0123437502025,-0.249537680181675,-0.0322362062288448,
,,,-0.01229166687,-0.241999991820194,-0.0912814317271113,
,,,-0.0122395835375,-0.233206022065133,-0.0422864573774859,
,,,-0.012187500205,-0.225668333703652,-0.0586181154940277,
,,,-0.0121354168725,-0.218130645342171,-0.061130678281188,
,,,-0.01208333354,-0.21059295698069,-0.0510804271325469,
,,,-0.0120312502075,-0.20305526861921,-0.0460553015582263,
,,,-0.011979166875,-0.194261298864149,-0.061130678281188,
,,,-0.0119270835425,-0.186723610502668,-0.0762060550041497,
,,,-0.01187500021,-0.179185922141187,-0.0598743968876079,
,,,-0.0118229168775,-0.170391952386126,-0.0498241457389668,
,,,-0.011770833545,-0.162854264024645,-0.0573618341004476,
,,,-0.0117187502125,-0.155316575663164,-0.0912814317271113,
,,,-0.01166666688,-0.147778887301683,-0.0586181154940277,
,,,-0.0116145835475,-0.141497480333783,-0.0850000247592106,
,,,-0.011562500215,-0.133959791972302,-0.0711809294298291,
,,,-0.0115104168825,-0.125165822217241,-0.0762060550041497,
,,,-0.01145833355,-0.11888441524934,-0.0598743968876079,
